H1.1,H1.2,H2.1,H4.1,H6.1
AKR1A1,56,13,1023,129,276
NASP,241,47,2784,313,676
CCDC17,0,0,0,0,2
GPBP1L1,9,2,147,30,56
RPS15AP10,4,0,18,3,17
TMEM69,4,2,110,12,36
IPP,4,1,45,5,11
MAST2,2,1,67,9,18
LOC110117498-PIK3R3,0,0,0,0,0
PIK3R3,3,1,50,8,10
LOC101929626,0,0,0,0,1
TSPAN1,0,0,0,0,0
P3R3URF,0,0,0,0,0
POMGNT1,4,2,191,14,36
LURAP1,0,0,12,1,1
RAD54L,5,1,92,9,22
LRRC41,13,1,230,28,96
UQCRH,372,104,3654,655,2297
NSUN4,1,0,42,10,19
FAAH,2,0,9,1,14
FAAHP1,0,0,0,0,4
LINC01398,0,0,0,0,0
DMBX1,0,0,1,0,0
TMEM275,0,0,0,0,0
MKNK1-AS1,0,0,0,0,0
KNCN,0,0,0,0,0
MKNK1,5,2,70,9,24
MOB3C,4,1,1,1,0
ATPAF1,15,2,163,15,47
TEX38,0,0,0,0,1
EFCAB14-AS1,0,0,0,0,0
EFCAB14,3,3,65,15,43
CYP4B1,0,0,0,0,0
CYP4Z2P,0,0,0,0,0
CYP4A11,0,0,0,0,0
CYP4X1,0,0,0,0,3
CYP4Z1,0,0,0,0,0
CYP4A22,0,0,0,0,0
LINC00853,0,0,0,0,0
PDZK1IP1,0,0,0,0,0
TAL1,0,0,3,1,0
STIL,4,1,48,1,20
CMPK1,12,7,397,58,112
LINC01389,0,0,0,0,0
FOXE3,0,0,0,1,0
FOXD2-AS1,0,0,1,0,0
FOXD2,0,0,1,0,1
TRABD2B,1,1,4,0,30
SKINT1L,0,0,0,1,0
SLC5A9,0,0,0,0,1
SPATA6,6,1,89,9,12
AGBL4,0,0,2,0,2
BEND5,8,2,127,11,8
AGBL4-AS1,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0
ELAVL4,0,0,14,0,2
DMRTA2,0,0,0,0,6
FAF1,15,1,210,28,47
CDKN2C,0,0,6,0,1
MIR4421,0,0,0,0,0
MIR6500,0,0,0,0,0
C1orf185,0,0,0,0,0
LINC01562,0,0,2,0,0
RNF11,6,1,123,28,86
TTC39A,0,1,1,0,7
TTC39A-AS1,0,0,0,0,0
EPS15,8,0,71,13,24
CALR4P,0,0,0,0,0
OSBPL9,17,4,243,30,61
NRDC,32,12,405,56,157
MIR761,0,0,0,0,0
RAB3B,15,3,68,19,132
TXNDC12,56,8,768,124,287
KTI12,0,0,0,0,0
TXNDC12-AS1,0,0,0,0,0
BTF3L4,48,13,1086,183,363
ZFYVE9,4,2,64,6,17
CC2D1B,2,0,21,2,26
ORC1,7,0,98,11,25
PRPF38A,26,4,340,63,147
TUT4,16,5,294,28,88
GPX7,9,1,173,18,45
SHISAL2A,0,0,1,1,3
COA7,12,1,134,21,48
ZYG11B,8,1,87,13,34
ZYG11A,0,0,0,1,1
ECHDC2,0,0,0,0,10
SCP2,11,4,333,34,138
PODN,0,0,0,0,0
SLC1A7,0,0,0,0,0
CPT2,5,0,97,20,31
CZIB,20,6,524,54,140
MAGOH,70,19,1121,211,312
LOC100507564,0,0,8,2,1
LRP8,8,1,49,9,49
LINC01771,1,0,0,0,0
SLC25A3P1,0,0,0,0,0
DMRTB1,0,0,0,0,0
GLIS1,0,0,1,0,0
NDC1,1,3,61,4,29
YIPF1,7,1,149,14,65
DIO1,0,0,0,0,0
HSPB11,36,10,695,81,312
LRRC42,20,6,443,54,132
LDLRAD1,0,0,0,0,0
TMEM59,31,7,790,109,290
TCEANC2,1,0,17,7,6
MIR4781,0,0,0,0,0
CDCP2,0,0,0,0,0
CYB5RL,1,1,62,0,9
MRPL37,16,5,620,77,184
SSBP3,23,6,562,74,247
SSBP3-AS1,0,0,0,0,0
ACOT11,0,1,1,1,2
FAM151A,1,0,7,0,0
MROH7,0,0,0,0,0
MROH7-TTC4,0,0,0,0,0
TTC4,1,0,25,2,4
PARS2,3,0,23,4,5
TTC22,0,0,0,0,0
LEXM,0,0,0,0,1
DHCR24,38,4,508,40,648
TMEM61,0,0,0,0,1
BSND,0,0,0,0,0
PCSK9,2,0,28,2,53
USP24,6,2,76,19,34
LOC100507634,0,0,2,1,2
MIR4422HG,0,0,0,0,0
MIR4422,0,0,0,0,0
LINC01753,0,0,0,0,0
LINC01755,0,0,0,0,0
LINC01767,0,0,0,0,1
PLPP3,4,1,56,4,53
LOC101929935,0,0,0,0,0
PRKAA2,13,1,67,7,7
FYB2,0,0,3,0,6
C8A,0,0,0,0,0
C8B,0,0,0,0,0
DAB1,5,0,115,9,67
DAB1-AS1,0,0,0,0,0
OMA1,3,0,61,6,37
TACSTD2,0,0,0,0,5
MYSM1,3,2,83,11,51
JUN,11,3,259,120,49
LINC01135,0,0,0,0,0
LINC01358,0,0,0,0,0
HSD52,0,0,0,0,0
FGGY,3,1,42,10,9
MIR4711,0,0,0,0,0
LOC101926944,0,0,1,1,1
HOOK1,2,1,13,4,9
CYP2J2,0,0,0,0,1
C1orf87,0,0,0,0,0
LINC01748,0,0,1,0,0
LOC101926964,0,0,1,0,0
NFIA-AS2,0,0,0,0,0
NFIA,0,0,12,0,3
NFIA-AS1,0,0,0,0,0
MGC34796,0,0,0,0,0
TM2D1,9,3,131,21,90
PATJ,0,0,19,1,46
MIR12132,0,0,0,0,0
MIR3116-1,0,0,0,0,0
MIR3116-2,0,0,0,0,0
L1TD1,53,15,509,58,646
KANK4,0,0,0,1,3
USP1,41,7,651,81,125
DOCK7,7,0,138,20,49
ANGPTL3,0,0,0,0,0
ATG4C,7,3,96,13,24
LINC01739,0,0,0,0,0
LINC00466,0,0,0,0,0
FOXD3-AS1,1,1,30,7,7
FOXD3,0,0,2,1,0
MIR6068,0,0,0,0,0
ALG6,3,1,84,11,33
ITGB3BP,14,9,418,45,127
EFCAB7,0,0,37,4,6
DLEU2L,1,0,0,0,0
PGM1,5,5,85,4,427
ROR1,10,1,89,6,34
ROR1-AS1,0,0,0,0,0
UBE2U,0,0,0,0,0
CACHD1,3,2,101,9,80
MIR4794,0,0,0,0,0
RAVER2,4,2,31,4,7
JAK1,3,1,113,15,45
LINC01359,0,0,0,0,0
MIR3671,0,0,0,0,0
MIR101-1,0,0,0,0,0
AK4,10,7,41,15,49
DNAJC6,2,0,2,3,9
LEPR,1,1,9,4,5
LEPROT,29,5,469,85,123
PDE4B,2,0,53,1,11
PDE4B-AS1,0,0,0,0,0
SGIP1,0,0,1,0,2
MIR3117,0,0,0,0,0
TCTEX1D1,0,0,0,1,0
INSL5,0,0,0,0,0
WDR78,1,0,34,2,1
MIER1,19,4,224,36,73
SLC35D1,1,1,26,4,5
C1orf141,0,0,0,0,0
IL23R,0,0,0,0,0
IL12RB2,0,0,0,0,0
SERBP1,255,54,3354,482,1099
GADD45A,27,6,325,416,184
GNG12,13,1,312,52,20
GNG12-AS1,0,0,1,0,0
DIRAS3,0,0,10,1,5
WLS,26,5,1490,78,434
MIR1262,0,0,0,0,0
RPE65,0,0,3,0,0
DEPDC1,13,3,232,20,40
DEPDC1-AS1,0,0,5,0,1
LINC01707,0,0,0,0,0
LINC01758,0,0,0,0,1
LRRC7,1,0,1,0,0
PIN1P1,0,0,0,0,0
LRRC40,12,3,154,32,52
SRSF11,115,21,1577,357,505
ANKRD13C,2,1,66,7,25
HHLA3,9,3,126,10,41
CTH,0,2,73,21,75
LINC01788,0,0,0,0,2
PTGER3,0,0,0,0,1
ZRANB2-AS1,0,0,0,0,0
ZRANB2,43,12,549,87,122
MIR186,0,0,0,0,0
ZRANB2-AS2,0,0,0,1,2
NEGR1,1,1,6,1,1
NEGR1-IT1,0,0,0,0,0
LINC01360,0,0,0,0,0
LINC02238,0,0,0,0,0
LRRIQ3,0,0,3,1,0
FPGT,0,0,27,2,21
FPGT-TNNI3K,0,0,0,0,0
TNNI3K,0,0,0,0,0
LRRC53,0,0,0,0,0
ERICH3,0,0,0,0,0
ERICH3-AS1,0,0,0,0,0
CRYZ,4,1,117,10,86
TYW3,20,3,326,72,151
LHX8,0,0,2,3,2
SLC44A5,0,0,6,1,0
ACADM,17,8,405,48,225
DLSTP1,0,0,0,0,1
RABGGTB,13,2,266,44,194
SNORD45C,0,0,0,0,0
SNORD45A,0,0,0,0,0
SNORD45B,0,0,0,0,0
MSH4,0,0,0,0,0
ASB17,0,0,0,0,0
LOC101927342,0,0,0,0,0
ST6GALNAC3,3,0,51,1,15
LINC02567,0,0,0,0,0
ST6GALNAC5,5,1,150,3,5
MIR7156,0,0,0,0,0
PIGK,1,0,73,14,43
AK5,0,0,12,2,1
ZZZ3,5,4,161,24,47
USP33,11,2,216,28,56
MIGA1,2,1,43,3,16
NEXN-AS1,0,0,4,1,2
NEXN,16,1,154,44,37
FUBP1,36,2,506,88,67
DNAJB4,0,2,85,8,10
GIPC2,0,0,0,0,0
MGC27382,0,0,0,0,0
PTGFR,0,0,0,0,0
IFI44L,0,0,3,0,0
IFI44,0,0,0,0,0
ADGRL4,2,0,21,21,0
LINC01781,0,0,0,0,0
ADGRL2,15,4,206,16,79
LOC101927434,0,0,0,0,0
LINC01362,0,0,0,0,0
LINC01361,0,0,0,0,1
LINC01712,0,0,0,0,0
LINC01725,0,0,0,0,0
LOC101927560,0,0,0,0,0
TTLL7,4,0,70,7,2
PRKACB,6,3,79,28,20
SAMD13,1,0,15,4,1
UOX,0,0,0,1,0
DNASE2B,0,0,0,0,0
RPF1,21,3,245,71,97
GNG5,245,53,3837,707,1154
SPATA1,0,0,0,0,0
CTBS,1,1,26,7,29
LINC01461,0,0,0,0,0
LINC01555,0,0,0,0,0
SSX2IP,4,0,101,7,27
LPAR3,0,0,3,0,1
MCOLN2,0,0,0,0,0
MCOLN3,0,0,1,2,12
WDR63,0,0,8,1,1
MIR4423,0,0,0,0,0
SYDE2,3,0,68,9,7
C1orf52,26,3,407,76,191
BCL10,7,3,131,25,55
LOC646626,1,0,2,0,3
DDAH1,16,0,72,36,31
CCN1,52,0,1141,473,41
ZNHIT6,7,2,107,38,14
COL24A1,0,0,0,0,0
ODF2L,8,3,126,18,32
MIR7856,0,0,0,0,0
CLCA2,0,0,0,0,0
CLCA1,0,0,0,0,0
CLCA4,0,0,0,0,0
CLCA4-AS1,0,0,3,2,1
CLCA3P,0,0,0,0,0
SH3GLB1,19,2,307,85,152
SELENOF,25,9,695,135,338
HS2ST1,4,1,97,13,20
LINC01140,0,0,3,1,1
LINC02801,0,0,0,0,0
LMO4,31,7,211,63,91
LINC01364,0,0,0,0,0
PKN2-AS1,0,0,5,1,0
PKN2,10,4,323,42,107
GTF2B,7,3,355,63,131
KYAT3,17,2,160,31,93
RBMXL1,8,1,53,10,42
GBP3,0,0,0,0,0
GBP1,0,0,2,0,0
GBP2,0,0,1,0,0
GBP7,0,0,0,0,0
GBP4,0,0,1,1,3
GBP5,0,0,0,0,0
LOC729930,0,0,0,0,0
GBP6,0,0,0,0,0
GBP1P1,0,0,0,0,0
LRRC8B,1,1,34,7,31
LRRC8C-DT,0,0,0,0,0
LRRC8C,1,0,2,0,2
LRRC8D,3,2,53,15,29
GEMIN8P4,1,0,9,0,3
ZNF326,28,5,786,134,167
SNORD3G,0,0,0,0,0
BARHL2,0,0,0,0,0
LINC02609,0,0,33,2,15
LINC01763,0,0,0,0,0
ZNF644,21,3,382,63,97
HFM1,0,1,10,3,2
CDC7,7,3,160,10,29
TGFBR3,2,0,21,2,12
BRDT,0,0,0,0,0
EPHX4,0,1,11,10,1
SETSIP,1,0,5,2,1
BTBD8,0,0,3,0,0
KIAA1107,0,0,8,0,5
C1orf146,0,0,0,0,0
GLMN,15,0,206,28,55
RPAP2,8,3,213,30,46
GFI1,0,0,1,0,0
EVI5,6,1,125,20,44
RPL5,987,293,15544,2360,6857
DIPK1A,0,0,6,4,2
SNORD21,0,0,0,0,0
SNORA66,0,0,0,0,0
MTF2,23,11,370,76,128
TMED5,10,1,157,35,78
CCDC18,8,2,183,34,19
CCDC18-AS1,0,2,46,7,7
DR1,21,2,265,49,87
FNBP1L,24,3,412,108,154
BCAR3,3,1,95,14,87
BCAR3-AS1,0,0,0,0,0
MIG7,0,0,2,0,0
MIR760,0,0,0,0,0
DNTTIP2,26,3,541,76,141
GCLM,15,1,227,50,130
ABCA4,0,0,0,0,0
ARHGAP29,6,0,120,17,179
ABCD3,10,0,109,11,57
F3,0,0,18,4,70
MIR12133,0,0,0,0,0
SLC44A3-AS1,0,0,0,0,3
MIR378G,0,0,0,0,0
SLC44A3,0,0,5,3,2
CNN3,117,26,3746,430,542
LOC729970,3,1,72,3,11
ALG14,5,1,112,14,36
ALG14-AS1,0,0,0,0,0
TLCD4,4,0,17,1,1
TLCD4-RWDD3,0,0,5,1,0
LOC101928118,0,0,0,0,0
RWDD3,7,3,254,25,82
LINC01760,0,0,0,0,0
LINC01650,0,0,0,0,0
LINC01761,0,0,0,0,0
LINC02607,0,0,0,0,0
LINC02790,0,0,0,0,0
LINC01787,0,0,0,0,0
PTBP2,7,0,231,52,44
DPYD,0,0,3,1,0
DPYD-AS1,0,0,0,0,0
DPYD-AS2,0,0,0,0,0
LINC01930,0,0,0,0,0
MIR137HG,0,0,0,0,0
MIR2682,0,0,0,0,0
MIR137,0,0,0,0,0
LINC01776,0,0,4,0,0
SNX7,18,1,233,42,106
PLPPR5,1,0,11,1,16
LOC100129620,0,0,0,0,0
PLPPR4,0,0,0,1,0
LINC01708,0,0,0,0,0
MIR548N,0,0,0,0,0
PALMD,0,0,32,0,0
FRRS1,0,0,10,0,8
AGL,6,0,82,12,101
SLC35A3,3,1,57,12,41
MFSD14A,4,1,167,8,100
SASS6,8,3,176,20,21
TRMT13,3,1,54,9,15
LRRC39,0,0,0,0,0
DBT,2,1,42,10,26
RTCA-AS1,1,0,1,1,1
RTCA,23,5,272,68,171
MIR553,0,0,0,0,0
CDC14A,1,0,22,4,13
GPR88,0,0,0,0,0
LINC01349,0,0,0,0,0
VCAM1,0,0,4,0,0
EXTL2,29,3,201,27,79
SLC30A7,2,1,45,12,30
DPH5,12,5,185,17,38
LOC102606465,1,2,115,8,17
LOC101928370,0,0,0,0,0
S1PR1,0,0,3,0,0
LINC01307,0,0,0,0,0
OLFM3,5,2,11,0,0
DNAJA1P5,0,0,0,0,0
COL11A1,30,6,634,45,15
LOC101928436,0,0,0,0,0
RNPC3,4,1,34,9,6
AMY2B,0,0,4,0,3
ACTG1P4,0,0,0,0,0
AMY2A,0,0,0,0,0
AMY1C,0,0,0,0,0
AMY1A,0,0,0,0,0
AMY1B,0,0,0,0,0
LOC100129138,0,0,0,0,0
LINC01676,0,0,0,0,0
LINC01677,0,0,0,0,0
LINC01661,0,0,0,0,0
PRMT6,5,2,123,18,48
NTNG1,0,0,8,3,0
VAV3,0,0,7,1,8
MIR7852,0,0,0,0,0
VAV3-AS1,0,0,0,0,0
SLC25A24,13,3,261,30,80
NBPF4,0,0,0,0,0
NBPF6,0,0,0,0,0
FAM102B,2,0,18,5,6
HENMT1,4,1,25,5,6
PRPF38B,34,5,404,82,108
FNDC7,0,0,1,0,0
STXBP3,6,3,119,16,26
AKNAD1,0,0,0,0,0
SPATA42,0,0,0,0,0
GPSM2,2,1,63,6,9
CLCC1,3,1,93,10,33
WDR47,0,1,17,3,6
TAF13,1,0,13,8,4
TMEM167B,4,1,56,10,28
SCARNA2,0,0,0,0,0
C1orf194,0,0,32,6,0
KIAA1324,0,0,3,1,0
SARS1,33,3,746,190,189
CELSR2,1,5,96,16,13
PSRC1,20,2,396,39,28
MYBPHL,0,0,2,0,0
SORT1,3,1,74,13,12
PSMA5,87,17,1734,235,613
SYPL2,0,0,0,0,0
ATXN7L2,0,0,12,1,4
CYB561D1,1,0,7,0,3
AMIGO1,0,0,4,0,1
GPR61,0,0,0,0,0
GNAI3,42,6,638,115,320
MIR197,0,0,0,0,0
GNAT2,0,0,1,0,0
AMPD2,5,0,56,11,17
GSTM4,1,1,51,0,12
GSTM2,1,0,2,0,2
GSTM1,0,0,0,0,0
GSTM5,0,0,0,0,0
GSTM3,3,0,123,13,8
EPS8L3,0,0,0,0,0
CSF1,0,0,37,2,1
AHCYL1,22,6,445,74,155
STRIP1,4,0,62,9,23
ALX3,0,0,1,0,1
LINC01397,0,0,0,0,0
UBL4B,0,0,0,0,0
SLC6A17,1,0,0,0,0
LINC02586,0,0,1,0,0
KCNC4,0,1,6,4,4
RBM15-AS1,0,0,3,0,0
RBM15,3,2,47,5,14
SLC16A4,2,0,2,2,2
LAMTOR5,71,16,948,239,421
LAMTOR5-AS1,0,0,1,1,3
PROK1,0,0,0,0,1
CYMP,0,0,0,0,1
CYMP-AS1,0,0,0,0,0
KCNA10,0,0,0,0,0
KCNA2,0,0,1,0,1
KCNA3,0,0,5,1,0
CD53,0,0,0,0,0
LRIF1,7,2,150,23,31
DRAM2,13,2,141,20,84
CEPT1,3,2,29,7,31
DENND2D,0,0,0,0,0
CHI3L2,0,0,0,1,0
CHIAP2,0,0,0,0,0
CHIA,0,0,0,0,0
PIFO,1,0,64,5,57
PGBP,0,0,0,0,0
OVGP1,0,0,0,1,1
WDR77,29,2,436,76,220
ATP5PB,62,10,714,129,371
C1orf162,0,0,0,0,1
TMIGD3,0,0,0,0,0
ADORA3,0,0,0,0,0
RAP1A,5,5,202,39,78
LINC01160,0,0,2,0,0
LOC107985184,0,0,4,1,1
INKA2,0,1,19,5,6
INKA2-AS1,0,0,0,4,2
LOC101928718,0,0,0,0,0
DDX20,7,2,154,15,38
KCND3,0,0,1,0,0
KCND3-IT1,0,0,0,0,0
KCND3-AS1,0,0,0,0,0
LINC01750,0,0,0,0,0
CTTNBP2NL,13,2,224,50,32
MIR4256,0,0,0,0,0
WNT2B,2,0,128,8,6
ST7L,1,0,59,5,5
CAPZA1,19,5,469,66,192
MOV10,0,2,28,1,25
RHOC,37,8,833,175,692
PPM1J,0,0,13,1,19
TAFA3,0,0,3,0,2
LINC01356,0,1,1,14,1062
MIR11399,0,0,0,0,0
SLC16A1,29,6,316,58,259
AKR7A2P1,0,0,0,0,0
SLC16A1-AS1,1,0,25,2,8
LRIG2-DT,0,0,0,0,3
LRIG2,3,0,40,4,17
LOC643441,0,0,0,0,0
MAGI3,2,0,62,2,27
PHTF1,11,7,345,24,52
RSBN1,3,3,111,14,21
AP4B1-AS1,0,0,3,0,0
PTPN22,0,0,0,0,0
BCL2L15,0,0,1,0,1
AP4B1,1,0,18,2,6
DCLRE1B,3,1,59,6,10
HIPK1-AS1,0,0,1,1,0
HIPK1,1,0,58,19,37
OLFML3,13,3,75,5,229
SYT6,1,2,44,4,7
TRIM33,16,2,206,30,47
BCAS2,44,12,754,106,244
DENND2C,0,0,4,4,15
AMPD1,0,0,0,0,0
NRAS,10,4,291,57,99
CSDE1,117,31,1632,217,435
SIKE1,14,3,274,27,95
SYCP1,0,0,0,1,0
TSHB,0,0,0,0,0
TSPAN2,8,1,67,10,17
NGF-AS1,0,0,0,0,0
NGF,2,0,12,8,1
VANGL1,0,0,36,4,119
CASQ2,0,0,0,1,0
NHLH2,1,0,4,5,10
LINC01649,0,0,0,0,0
LOC101928977,0,0,0,0,0
SLC22A15,0,0,1,1,5
MAB21L3,0,0,0,0,0
ATP1A1,26,7,520,71,211
ATP1A1-AS1,1,0,7,1,1
LINC01762,0,0,0,0,0
CD58,2,1,71,8,30
MIR548AC,0,0,0,0,0
IGSF3,1,3,11,4,48
MIR320B1,0,0,0,0,0
C1orf137,0,0,0,0,0
CD2,0,0,0,0,0
PTGFRN,0,0,45,4,21
CD101,0,0,0,0,2
LOC101929099,0,0,0,0,0
TTF2,16,5,220,27,55
MIR942,0,0,0,0,0
TRIM45,1,0,20,2,3
VTCN1,0,0,7,0,0
LINC01525,0,0,0,0,0
MAN1A2,9,1,165,23,39
LOC100996263,0,0,0,0,0
TENT5C,0,0,2,0,2
GDAP2,5,1,45,7,17
WDR3,7,1,176,20,36
SPAG17,0,0,3,2,0
TBX15,0,0,9,0,0
LOC105378933,0,0,0,0,0
WARS2,1,0,72,10,16
WARS2-IT1,0,0,0,0,0
WARS2-AS1,1,0,23,3,5
LINC01780,0,0,0,0,0
HAO2,0,0,0,0,0
HAO2-IT1,0,0,0,0,0
HSD3B2,0,0,0,0,0
HSD3B1,0,0,0,0,0
HSD3BP4,0,0,0,0,0
LINC00622,0,0,1,1,0
ZNF697,1,0,12,1,10
PHGDH,163,22,1805,440,417
HMGCS2,0,0,0,0,0
REG4,0,0,0,0,0
NBPF7,0,0,0,0,0
ADAM30,0,0,0,0,0
NOTCH2,6,0,110,29,29
SEC22B,6,2,116,15,50
NBPF8,0,0,5,0,5
PFN1P2,0,1,2,0,0
LOC100996724,0,0,3,0,0
NOTCH2NLR,0,0,12,0,0
NBPF26,0,0,6,2,0
RNVU1-19,0,0,0,0,0
PPIAL4A,0,0,0,0,0
LINC00623,0,0,32,4,11
LOC100996720,0,0,0,0,0
RNVU1-20,0,0,0,0,0
RNVU1-4,0,0,0,0,0
LOC105369199,0,0,2,0,1
LOC101929798,0,0,0,0,0
H3P4,0,0,0,0,1
FCGR1B,0,0,0,0,0
LOC100996318,0,0,0,0,0
H2BP1,0,0,0,0,0
FAM72B,4,0,13,0,2
SRGAP2C,6,3,94,12,18
SRGAP2-AS1,0,0,0,0,0
EMBP1,0,0,6,0,1
LSP1P5,2,0,13,4,5
RNVU1-17,0,0,0,0,0
LOC105369140,0,0,0,0,0
LOC644634,0,0,0,0,0
H2BP2,0,0,0,0,0
FCGR1CP,0,0,0,0,0
H3-2,0,0,0,0,1
FAM72C,0,1,4,0,2
SRGAP2D,1,0,3,0,1
DRD5P2,0,0,0,0,0
LOC101060524,0,0,0,0,0
LOC101927429,0,0,0,0,0
LOC105371215,0,0,1,0,0
PPIAL4D,0,0,0,0,0
PPIAL4E,0,0,0,0,0
PPIAL4F,0,0,0,0,0
RNVU1-15,0,0,1,0,0
NBPF15,0,1,6,1,7
RNVU1-2A,0,0,0,1,0
SRGAP2B,4,1,80,8,12
FAM72D,0,0,0,0,0
LINC01145,0,0,7,0,0
LOC100996740,1,0,27,5,2
RNVU1-14,0,0,0,0,0
NBPF20,0,0,15,1,8
NBPF25P,0,0,2,0,0
GPR89A,1,0,30,6,18
PDZK1,0,0,0,3,0
CD160,0,0,0,0,0
RNF115,25,10,308,52,114
POLR3C,5,1,88,12,31
NUDT17,0,2,16,6,3
PIAS3,3,3,49,5,32
MIR6736,0,0,0,0,0
ANKRD35,3,1,6,1,6
ITGA10,0,0,1,0,2
PEX11B,1,1,20,5,14
GNRHR2,0,0,2,0,0
RBM8A,261,53,2559,564,1832
LIX1L-AS1,0,0,0,0,0
LIX1L,5,1,41,5,74
ANKRD34A,0,0,2,0,4
POLR3GL,8,6,129,12,31
TXNIP,0,2,86,35,49
HJV,0,0,0,0,0
RNVU1-6,0,0,0,0,0
LINC01719,0,0,2,0,0
NBPF10,1,0,7,1,1
NOTCH2NLA,0,0,0,0,0
NUDT4P2,0,0,0,0,0
NUDT4B,0,0,0,1,1
PPIAL4H,0,0,0,0,0
HYDIN2,0,0,0,0,0
NBPF12,0,0,13,0,13
LOC728989,0,0,0,0,0
RNVU1-8,0,0,0,0,0
NBPF13P,0,0,2,0,0
PRKAB2,6,3,77,30,45
CHD1L,26,4,216,19,54
PDIA3P1,0,3,28,3,0
FMO5,0,0,1,0,0
LINC00624,0,0,0,0,0
BCL9,4,1,43,10,16
ACP6,3,2,28,8,12
GJA5,0,0,4,0,80
GJA8,0,0,0,0,0
GPR89B,2,1,23,3,11
PDZK1P1,0,0,0,0,0
RNVU1-7,0,0,0,0,0
PDE4DIPP1,0,0,1,0,0
NBPF11,1,0,19,3,9
LINC02805,0,0,0,0,0
LOC101927468,0,0,0,0,0
MIR5087,0,0,0,0,0
RNVU1-1,0,0,0,0,0
MIR6077,0,0,0,0,0
LOC100132057,0,0,3,0,2
RNVU1-3,0,0,0,0,0
LINC01138,1,0,43,4,1
PPIAL4G,0,0,0,0,0
NBPF14,0,0,21,3,3
NOTCH2NLB,2,0,28,2,6
SEC22B2P,0,0,0,0,0
SEC22B3P,0,0,0,0,0
PDE4DIP,0,0,28,0,1
LOC653513,0,0,0,0,1
NBPF9,1,0,7,3,2
NOTCH2NLC,1,1,23,0,6
NBPF19,4,0,43,4,5
PPIAL4C,0,0,0,0,0
LINC00869,1,1,19,3,7
H2BC18,1,0,2,0,1
FCGR1A,0,0,0,0,0
H3C13,0,0,0,0,0
H4C14,0,0,0,0,0
H4C15,0,0,0,0,0
H3C14,0,0,0,0,0
H3C15,0,0,0,0,0
H2AC18,0,0,0,0,0
H2AC19,0,0,0,0,0
H2BC20P,1,0,12,2,11
H2BC21,0,0,5,2,3
H2AC20,5,0,81,10,10
H2AC21,0,0,3,0,0
BOLA1,4,4,33,13,13
SV2A,21,6,119,14,44
SF3B4,37,4,713,85,210
MTMR11,0,0,4,3,2
OTUD7B,3,3,36,8,10
VPS45,3,0,87,13,19
PLEKHO1,63,15,870,114,126
LOC105371433,0,0,4,0,0
ANP32E,128,34,1763,212,234
CA14,17,5,216,17,40
SNORD13C,0,0,0,0,0
APH1A,35,8,684,78,214
C1orf54,14,6,209,15,24
CIART,0,0,11,0,2
MRPS21,145,50,1076,177,457
PRPF3,18,3,178,26,54
RPRD2,7,2,96,11,20
TARS2,4,0,61,8,19
MIR6878,0,0,0,0,0
ECM1,0,0,8,6,89
FALEC,0,1,1,1,0
ADAMTSL4,0,0,1,0,0
MIR4257,0,0,0,0,0
ADAMTSL4-AS1,0,0,1,0,0
MCL1,20,4,332,82,140
ENSA,93,26,1443,148,789
GOLPH3L,5,2,82,11,48
HORMAD1,0,0,0,0,0
CTSS,0,0,1,0,1
CTSK,2,1,2,1,10
ARNT,2,1,35,3,16
CTXND2,0,0,0,0,0
SETDB1,7,1,63,8,12
CERS2,18,4,355,57,123
ANXA9,0,0,1,0,1
MINDY1,1,0,13,0,5
PRUNE1,6,0,38,5,12
BNIPL,0,0,3,0,0
C1orf56,2,1,80,11,54
CDC42SE1,21,4,210,47,109
MLLT11,86,17,1646,219,332
GABPB2,0,1,20,1,3
SEMA6C,0,0,27,1,13
TNFAIP8L2,0,0,0,0,0
TNFAIP8L2-SCNM1,0,0,3,0,0
LYSMD1,0,1,7,1,4
SCNM1,0,0,7,1,2
TMOD4,0,0,1,0,1
VPS72,31,8,455,51,91
PIP5K1A,7,1,122,18,38
PSMD4,97,24,1219,157,359
ZNF687-AS1,2,1,7,0,0
ZNF687,6,0,33,2,10
PI4KB,4,1,87,8,24
RFX5,2,1,68,2,14
GBAT2,7,2,53,7,15
SELENBP1,16,2,93,4,8
PSMB4,81,20,840,125,396
POGZ,17,6,130,30,51
CGN,3,0,14,7,14
TUFT1,1,0,25,16,8
MIR554,0,0,0,0,0
SNX27,12,1,165,21,30
CELF3,0,0,3,1,0
RIIAD1,0,0,3,0,0
MRPL9,39,12,642,102,178
OAZ3,2,0,16,3,3
TDRKH,0,2,32,2,7
TDRKH-AS1,2,0,8,1,4
LINGO4,0,0,0,0,0
RORC,0,0,0,0,0
C2CD4D,0,0,0,1,1
C2CD4D-AS1,0,0,2,0,2
THEM5,0,0,0,0,0
THEM4,3,4,38,8,20
S100A10,109,13,515,1558,4832
NBPF18P,0,0,0,0,0
S100A11,225,35,1300,1104,5201
LOC100131107,0,0,0,0,0
TCHHL1,0,0,0,0,0
TCHH,5,0,10,1,6
RPTN,0,0,0,0,0
HRNR,0,0,0,0,0
FLG,0,0,0,0,0
FLG-AS1,0,0,0,0,0
FLG2,0,0,0,1,0
CRNN,0,0,0,0,0
LCE5A,0,0,0,0,0
CRCT1,0,0,0,0,0
LCE3E,0,0,0,0,0
LCE3D,0,0,0,0,0
LCE3C,0,0,0,0,0
