H1.1,H6.1
LINC02586,0,0
KCNC4,0,2
RBM15-AS1,0,0
RBM15,0,2
SLC16A4,0,2
LAMTOR5,5,62
LAMTOR5-AS1,0,0
PROK1,0,0
CYMP,0,0
CYMP-AS1,0,0
KCNA10,0,0
KCNA2,0,0
KCNA3,0,0
CD53,0,0
LRIF1,1,2
DRAM2,0,2
CEPT1,0,6
DENND2D,0,0
CHI3L2,0,0
CHIAP2,0,0
CHIA,0,0
PIFO,0,1
PGBP,0,0
OVGP1,0,0
WDR77,0,2
ATP5PB,2,19
C1orf162,0,0
TMIGD3,0,0
ADORA3,0,0
RAP1A,1,6
LINC01160,0,0
LOC107985184,0,0
INKA2,0,0
INKA2-AS1,0,2
LOC101928718,0,0
DDX20,0,2
KCND3,0,0
KCND3-IT1,0,0
KCND3-AS1,0,0
LINC01750,0,1
CTTNBP2NL,1,8
MIR4256,0,0
WNT2B,0,1
ST7L,0,1
CAPZA1,3,29
MOV10,0,2
RHOC,14,75
PPM1J,0,0
TAFA3,0,0
LINC01356,0,1
MIR11399,0,0
SLC16A1,0,7
AKR7A2P1,0,0
SLC16A1-AS1,0,1
LRIG2-DT,0,0
LRIG2,0,1
LOC643441,0,0
MAGI3,0,0
PHTF1,0,3
RSBN1,0,1
AP4B1-AS1,0,0
PTPN22,0,0
BCL2L15,0,0
AP4B1,0,0
DCLRE1B,0,1
HIPK1-AS1,0,0
HIPK1,0,6
OLFML3,0,8
SYT6,0,0
TRIM33,0,1
BCAS2,1,9
DENND2C,0,0
AMPD1,0,0
NRAS,0,1
CSDE1,2,29
SIKE1,1,4
SYCP1,0,0
TSHB,0,0
TSPAN2,0,1
NGF-AS1,0,0
NGF,0,2
VANGL1,0,2
CASQ2,0,0
NHLH2,0,0
LINC01649,0,0
LOC101928977,0,0
SLC22A15,1,0
MAB21L3,0,0
ATP1A1,1,16
ATP1A1-AS1,0,0
LINC01762,0,0
CD58,0,2
MIR548AC,0,0
IGSF3,0,0
MIR320B1,0,0
C1orf137,0,0
CD2,0,0
PTGFRN,0,1
CD101,0,0
LOC101929099,0,0
TTF2,0,0
MIR942,0,0
TRIM45,0,0
VTCN1,0,0
LINC01525,0,0
MAN1A2,0,12
LOC100996263,0,0
TENT5C,0,0
GDAP2,0,0
WDR3,0,0
SPAG17,0,0
TBX15,0,0
LOC105378933,0,0
WARS2,0,1
WARS2-IT1,0,0
WARS2-AS1,0,1
LINC01780,0,0
HAO2,0,0
HAO2-IT1,0,0
HSD3B2,0,0
HSD3B1,0,0
HSD3BP4,0,0
LINC00622,0,0
ZNF697,0,2
PHGDH,0,10
HMGCS2,0,0
REG4,0,0
NBPF7,0,0
ADAM30,0,0
NOTCH2,0,11
SEC22B,0,48
NBPF8,0,0
PFN1P2,0,0
LOC100996724,0,0
NOTCH2NLR,0,0
NBPF26,0,0
RNVU1-19,0,0
PPIAL4A,0,0
LINC00623,0,0
LOC100996720,0,0
RNVU1-20,0,0
RNVU1-4,0,0
LOC105369199,0,0
LOC101929798,0,0
H3P4,0,0
FCGR1B,0,0
LOC100996318,0,0
H2BP1,0,0
FAM72B,0,0
SRGAP2C,0,4
SRGAP2-AS1,0,0
EMBP1,0,0
LSP1P5,1,5
RNVU1-17,0,0
LOC105369140,0,0
LOC644634,0,0
H2BP2,0,0
FCGR1CP,0,0
H3-2,0,0
FAM72C,0,0
SRGAP2D,0,0
DRD5P2,0,0
LOC101060524,0,0
LOC101927429,0,0
LOC105371215,0,0
PPIAL4D,0,0
PPIAL4E,0,0
PPIAL4F,0,0
RNVU1-15,0,0
NBPF15,0,0
RNVU1-2A,0,0
SRGAP2B,0,5
FAM72D,0,0
LINC01145,0,0
LOC100996740,0,0
RNVU1-14,0,0
NBPF20,0,0
NBPF25P,0,0
GPR89A,0,0
PDZK1,0,0
CD160,0,0
RNF115,4,5
POLR3C,0,2
NUDT17,0,0
PIAS3,0,2
MIR6736,0,0
ANKRD35,0,0
ITGA10,1,0
PEX11B,0,1
GNRHR2,0,0
RBM8A,1,38
LIX1L-AS1,0,0
LIX1L,1,6
ANKRD34A,0,0
POLR3GL,0,9
TXNIP,1,26
HJV,0,0
RNVU1-6,0,0
LINC01719,0,0
NBPF10,0,0
NOTCH2NLA,0,0
NUDT4P2,0,0
NUDT4B,0,0
PPIAL4H,0,0
HYDIN2,0,0
NBPF12,0,1
LOC728989,0,0
RNVU1-8,0,0
NBPF13P,0,0
PRKAB2,0,3
CHD1L,0,1
PDIA3P1,0,1
FMO5,0,0
LINC00624,0,0
BCL9,0,0
ACP6,0,0
GJA5,0,1
GJA8,0,0
GPR89B,0,0
PDZK1P1,0,0
RNVU1-7,0,0
PDE4DIPP1,0,0
NBPF11,0,1
LINC02805,0,0
LOC101927468,0,0
MIR5087,0,0
RNVU1-1,0,0
MIR6077,0,0
LOC100132057,0,0
RNVU1-3,0,0
LINC01138,0,2
PPIAL4G,0,0
NBPF14,0,0
NOTCH2NLB,0,1
SEC22B2P,0,0
SEC22B3P,0,0
PDE4DIP,0,2
LOC653513,0,1
NBPF9,0,3
NOTCH2NLC,0,1
NBPF19,0,0
PPIAL4C,0,0
LINC00869,0,0
H2BC18,0,0
FCGR1A,0,0
H3C13,0,0
H4C14,0,0
H4C15,0,0
H3C14,0,0
H3C15,0,0
H2AC18,0,0
H2AC19,0,0
H2BC20P,0,1
H2BC21,0,1
H2AC20,0,0
H2AC21,0,0
BOLA1,0,0
SV2A,0,0
SF3B4,1,10
MTMR11,0,0
OTUD7B,0,1
VPS45,0,3
PLEKHO1,2,16
LOC105371433,0,0
ANP32E,1,13
CA14,0,0
SNORD13C,0,0
APH1A,2,14
C1orf54,1,1
CIART,0,1
MRPS21,6,36
PRPF3,0,0
RPRD2,0,3
TARS2,0,0
MIR6878,0,0
ECM1,0,0
FALEC,0,0
ADAMTSL4,0,1
MIR4257,0,0
ADAMTSL4-AS1,0,0
MCL1,0,12
ENSA,1,15
GOLPH3L,0,3
HORMAD1,0,0
CTSS,0,0
CTSK,0,0
ARNT,0,5
CTXND2,0,0
SETDB1,0,1
CERS2,2,9
ANXA9,0,0
MINDY1,0,0
PRUNE1,0,0
BNIPL,0,0
C1orf56,0,26
CDC42SE1,0,24
MLLT11,2,12
GABPB2,0,2
SEMA6C,0,0
TNFAIP8L2,0,0
TNFAIP8L2-SCNM1,0,0
LYSMD1,0,1
SCNM1,0,0
TMOD4,0,0
VPS72,0,2
PIP5K1A,0,3
PSMD4,0,20
ZNF687-AS1,0,1
ZNF687,0,1
PI4KB,1,7
RFX5,0,2
GBAT2,0,0
SELENBP1,0,0
PSMB4,3,30
POGZ,0,0
CGN,0,0
TUFT1,0,2
MIR554,0,0
SNX27,1,4
CELF3,0,0
RIIAD1,0,0
MRPL9,1,9
OAZ3,0,1
TDRKH,0,0
TDRKH-AS1,0,0
LINGO4,0,0
RORC,0,0
C2CD4D,0,0
C2CD4D-AS1,0,0
THEM5,0,0
THEM4,0,0
S100A10,25,223
NBPF18P,0,0
S100A11,63,888
LOC100131107,0,0
TCHHL1,0,0
TCHH,0,0
RPTN,0,0
HRNR,0,0
FLG,0,0
FLG-AS1,0,0
FLG2,0,0
CRNN,0,0
LCE5A,0,0
CRCT1,0,0
LCE3E,0,0
LCE3D,0,0
LCE3C,0,0
LCE3B,0,0
LCE3A,0,0
LINC00302,0,0
LCE2D,0,0
LCE2C,0,0
LCE2B,0,0
LCE2A,0,0
LCE4A,0,0
C1orf68,0,0
KPRP,0,0
LCE1F,0,0
LCE1E,0,0
LCE1D,0,0
LCE1C,0,0
LCE1B,0,0
LCE1A,0,0
LCE6A,0,0
SMCP,0,0
IVL,0,0
SPRR4,0,0
SPRR1A,0,0
SPRR3,0,0
SPRR1B,0,0
SPRR2D,0,0
SPRR2A,0,0
SPRR2B,0,0
SPRR2E,0,0
SPRR2F,0,0
SPRR2C,0,0
SPRR2G,0,0
LOC101928009,0,0
LELP1,0,0
PRR9,0,0
LOR,0,0
PGLYRP3,0,0
PGLYRP4,0,0
S100A9,0,0
S100A12,0,0
S100A8,0,0
S100A7A,0,0
S100A7,0,0
S100A6,1,95
S100A5,0,1
S100A4,0,18
LOC101928034,0,0
S100A3,0,2
S100A2,0,6
S100A16,4,52
S100A14,0,0
S100A13,3,46
S100A1,0,0
CHTOP,1,8
SNAPIN,4,11
ILF2,1,21
NPR1,0,0
MIR8083,0,0
INTS3,1,1
SLC27A3,0,1
LOC343052,0,0
GATAD2B,0,1
DENND4B,0,2
CRTC2,0,2
SLC39A1,3,10
MIR6737,0,0
CREB3L4,0,1
JTB,8,41
RAB13,2,29
RPS27,37,265
NUP210L,0,0
MIR5698,0,0
TPM3,2,26
MIR190B,0,0
C1orf189,0,0
C1orf43,5,23
UBAP2L,0,4
SNORA58B,0,0
HAX1,3,18
AQP10,0,0
ATP8B2,0,1
IL6R-AS1,0,0
IL6R,0,0
SHE,0,0
TDRD10,0,0
UBE2Q1,2,12
UBE2Q1-AS1,0,0
CHRNB2,0,0
ADAR,0,4
KCNN3,0,0
PMVK,0,8
PBXIP1,0,2
PYGO2,0,1
LOC101928120,0,0
SHC1,3,8
CKS1B,2,3
MIR4258,0,0
FLAD1,1,5
LENEP,0,0
ZBTB7B,0,1
DCST2,0,0
DCST1,0,0
DCST1-AS1,0,0
ADAM15,0,3
EFNA4,0,1
EFNA3,0,0
EFNA1,0,0
SLC50A1,1,13
DPM3,1,6
KRTCAP2,6,92
TRIM46,0,2
MUC1,0,1
MIR92B,0,0
THBS3,0,6
MTX1,1,21
GBAP1,0,0
GBA,0,0
FAM189B,1,5
SCAMP3,0,9
CLK2,0,1
HCN3,0,0
PKLR,0,0
FDPS,1,24
RUSC1-AS1,0,0
RUSC1,0,3
ASH1L,0,2
MIR555,0,0
POU5F1P4,0,0
ASH1L-AS1,0,0
MSTO1,0,1
MSTO2P,0,0
YY1AP1,0,4
SCARNA26A,0,0
DAP3,0,8
GON4L,0,6
SCARNA26B,0,0
SYT11,0,1
RIT1,2,10
KHDC4,0,3
SNORA80E,0,0
SCARNA4,0,0
RXFP4,0,0
ARHGEF2,1,3
MIR6738,0,0
SSR2,8,75
UBQLN4,0,4
LAMTOR2,3,40
RAB25,0,0
MEX3A,0,0
LMNA,1,29
SEMA4A,0,0
SLC25A44,0,1
PMF1,1,8
PMF1-BGLAP,0,0
BGLAP,0,0
PAQR6,0,2
SMG5,0,6
TMEM79,0,1
GLMP,0,3
VHLL,0,0
CCT3,1,18
TSACC,0,0
RHBG,0,0
C1orf61,0,0
MIR9-1,0,0
MEF2D,0,6
IQGAP3,0,0
TTC24,0,0
NAXE,0,15
GPATCH4,0,7
LOC101928177,0,0
HAPLN2,0,0
BCAN,0,0
NES,0,0
CRABP2,0,0
ISG20L2,0,6
RRNAD1,0,2
MRPL24,0,2
HDGF,1,14
PRCC,0,4
SH2D2A,0,0
NTRK1,0,0
INSRR,0,0
PEAR1,0,0
LRRC71,0,0
ARHGEF11,0,0
MIR765,0,0
ETV3L,0,0
ETV3,0,3
CYCSP52,0,0
FCRL5,0,0
FCRL4,0,0
FCRL3,0,0
FCRL2,0,0
FCRL1,0,0
CD5L,0,0
LOC105371458,0,0
KIRREL1,0,7
KIRREL1-IT1,0,0
LINC01704,0,0
CD1D,0,0
CD1A,0,0
CD1C,0,0
CD1B,0,0
CD1E,0,0
OR10T2,0,0
OR10K2,0,0
OR10K1,0,0
OR10R2,0,0
OR6Y1,0,0
OR6P1,0,0
OR10X1,0,0
OR10Z1,0,0
SPTA1,0,0
OR6K2,0,0
OR6K3,0,0
OR6K6,0,0
OR6N1,0,0
OR6N2,0,0
MNDA,0,0
PYHIN1,0,0
PYDC5,0,0
IFI16,1,4
AIM2,0,0
CADM3,0,8
CADM3-AS1,0,0
ACKR1,0,0
FCER1A,0,0
OR10J3,0,0
OR10J1,0,0
OR10J4,0,0
OR10J5,0,0
APCS,0,0
CRP,0,0
DUSP23,11,52
FCRL6,0,0
SLAMF8,0,0
SNHG28,0,0
VSIG8,0,0
CFAP45,0,0
MIR4259,0,0
TAGLN2,10,78
IGSF9,0,0
SLAMF9,0,0
LINC01133,0,1
PIGM,0,0
KCNJ10,0,0
KCNJ9,0,0
IGSF8,0,2
ATP1A2,0,0
ATP1A4,0,0
CASQ1,0,0
LOC729867,0,0
PEA15,2,26
DCAF8,0,7
LOC100287049,0,0
PEX19,0,4
COPA,1,12
SUMO1P3,0,5
NCSTN,0,6
NHLH1,0,0
VANGL2,0,1
SLAMF6,0,0
CD84,0,0
SLAMF1,0,0
CD48,0,0
SLAMF7,0,0
LY9,0,0
CD244,0,0
ITLN1,0,0
LOC101928372,0,0
ITLN2,0,0
F11R,0,0
TSTD1,0,1
USF1,0,1
ARHGAP30,0,0
NECTIN4,0,0
KLHDC9,0,2
PFDN2,6,73
NIT1,1,9
DEDD,0,1
LOC112543491,0,0
UFC1,4,31
USP21,0,0
PPOX,0,0
B4GALT3,1,5
ADAMTS4,0,0
NDUFS2,0,12
FCER1G,0,0
APOA2,0,0
TOMM40L,0,0
MIR5187,0,0
NR1I3,0,0
PCP4L1,0,0
MPZ,0,0
SDHC,2,28
CFAP126,0,0
FCGR2A,0,0
HSPA6,0,0
FCGR3A,0,0
FCGR2C,0,0
HSPA7,0,0
FCGR3B,0,0
FCGR2B,0,0
RPL31P11,0,0
FCRLA,0,0
FCRLB,0,0
DUSP12,0,5
ATF6,1,8
OLFML2B,0,0
NOS1AP,0,0
MIR4654,0,0
MIR556,0,0
SPATA46,0,0
C1orf226,0,0
SH2D1B,0,0
UHMK1,2,12
UAP1,1,14
DDR2,0,9
HSD17B7,1,0
CCDC190,0,0
RGS4,4,6
RGS5,0,0
LOC101928404,0,0
NUF2,0,0
LOC100422212,0,0
PBX1,0,1
PBX1-AS1,0,0
LMX1A,0,0
RXRG,0,0
LRRC52-AS1,0,0
LRRC52,0,0
MGST3,12,120
ALDH9A1,0,8
LOC440700,0,0
TMCO1,2,55
TMCO1-AS1,0,0
UCK2,0,10
MIR3658,0,0
FAM78B,0,0
MIR921,0,0
LINC01675,0,0
FMO9P,0,0
POGK,0,4
TADA1,0,0
ILDR2,0,0
MAEL,0,0
GPA33,0,0
DUSP27,0,0
LINC01363,0,0
POU2F1,0,3
CD247,0,0
CREG1,0,14
RCSD1,0,0
MPZL1,2,26
ADCY10,0,0
MPC2,6,15
DCAF6,0,2
MIR1255B2,0,0
GPR161,0,1
TIPRL,2,10
SFT2D2,0,3
ANKRD36BP1,0,0
TBX19,0,1
MIR557,0,0
LOC100505918,0,0
LOC101928565,0,0
XCL2,0,0
XCL1,0,0
DPT,0,0
LINC00626,0,0
LINC00970,0,0
LOC101928596,0,0
ATP1B1,1,67
NME7,0,4
BLZF1,0,2
CCDC181,0,0
SLC19A2,0,5
F5,0,0
SELP,0,0
SELL,0,0
SELE,0,0
METTL18,0,1
C1orf112,0,1
SCYL3,0,1
KIFAP3,1,3
METTL11B,0,0
MIR3119-2,0,0
MIR3119-1,0,0
LINC01681,0,0
LINC01142,0,0
GORAB-AS1,0,0
GORAB,0,0
PRRX1,0,0
MROH9,0,0
FMO3,0,0
MIR1295A,0,0
MIR1295B,0,0
FMO6P,0,0
FMO2,0,0
FMO1,0,0
FMO4,0,0
TOP1P1,0,1
PRRC2C,2,15
MYOCOS,0,0
MYOC,0,0
VAMP4,0,2
EEF1AKNMT,0,2
DNM3,0,0
DNM3-IT1,0,0
DNM3OS,0,2
MIR214,0,0
MIR3120,0,0
MIR199A2,0,0
C1orf105,0,0
PIGC,0,2
SUCO,0,6
FASLG,0,0
TNFSF18,0,0
TNFSF4,0,0
LOC100506023,0,0
LOC101928673,0,0
PRDX6,3,94
SLC9C2,0,0
ANKRD45,0,0
TEX50,0,0
KLHL20,0,2
CENPL,0,0
DARS2,0,1
GAS5-AS1,0,0
GAS5,1,22
SNORD81,0,0
SNORD47,0,0
SNORD80,0,0
SNORD79,0,0
SNORD78,0,0
SNORD44,0,0
SNORA103,0,0
SNORD77,0,0
SNORD76,0,0
SNORD75,0,0
SNORD74,0,0
ZBTB37,0,0
SERPINC1,0,0
RC3H1,0,2
RABGAP1L-DT,0,0
RABGAP1L,0,3
GPR52,0,0
LOC101928696,0,0
CACYBP,1,8
MRPS14,0,12
TNN,0,0
KIAA0040,0,0
TNR,0,0
LINC01657,0,0
COP1,0,2
MIR1843,0,0
SCARNA3,0,0
PAPPA2,0,0
ASTN1,0,0
MIR488,0,0
BRINP2,0,0
LINC01645,0,0
LINC01741,0,0
CRYZL2P-SEC16B,0,0
SEC16B,0,0
CRYZL2P,0,1
RASAL2-AS1,0,1
RASAL2,0,3
TEX35,0,0
C1orf220,0,0
MIR4424,0,0
RALGPS2,0,1
ANGPTL1,0,0
FAM20B,0,1
TOR3A,0,6
ABL2,0,3
SOAT1,0,2
AXDND1,0,0
NPHS2,0,0
TDRD5,0,0
FAM163A,0,0
MIR12116,0,0
TOR1AIP2,1,15
TOR1AIP1,1,3
CEP350,0,4
QSOX1,2,25
LHX4,0,0
LHX4-AS1,0,0
ACBD6,2,9
MIR3121,0,0
OVAAL,0,0
XPR1,0,3
KIAA1614,0,0
KIAA1614-AS1,0,0
STX6,0,0
MR1,0,0
IER5,0,7
LINC01732,0,0
LINC01699,0,0
CACNA1E,0,0
ZNF648,0,0
LINC01344,0,0
GLUL,0,2
TEDDM1,0,0
LINC00272,0,0
RGSL1,0,0
RNASEL,0,0
RGS16,0,0
LINC01686,0,0
RGS8,0,0
LINC01688,0,0
NPL,0,1
LOC647070,0,0
DHX9,1,4
SHCBP1L,0,0
LAMC1,0,13
LAMC1-AS1,0,0
LAMC2,0,0
NMNAT2,0,0
SMG7-AS1,0,0
SMG7,0,2
NCF2,0,0
ARPC5,7,63
RGL1,0,0
APOBEC4,0,0
COLGALT2,0,0
TSEN15,0,7
C1orf21,0,1
EDEM3,0,6
NIBAN1,0,0
LINC01633,0,0
RNF2,0,2
TRMT1L,1,1
SWT1,0,0
IVNS1ABP,0,13
GS1-279B7.1,0,0
LINC01350,0,0
HMCN1,0,2
PRG4,0,0
TPR,0,9
ODR4,0,3
PDC-AS1,0,0
PDC,0,0
PTGS2,0,24
PACERR,0,0
PLA2G4A,0,0
LINC01036,0,0
LINC01037,0,0
BRINP3,0,0
LINC01351,0,0
LINC01720,0,0
LINC01680,0,0
RGS18,0,0
RGS21,0,0
RGS1,0,0
RGS13,0,0
MIR4426,0,0
RGS2,0,5
LINC01032,0,0
UCHL5,0,1
SCARNA18B,0,0
RO60,1,9
GLRX2,3,17
CDC73,0,3
MIR1278,0,0
B3GALT2,0,0
LINC01031,0,0
LINC01724,0,0
KCNT2,0,0
MIR4735,0,0
CFH,0,9
CFHR3,0,0
CFHR1,0,0
CFHR4,0,0
CFHR2,0,0
CFHR5,0,0
F13B,0,0
ASPM,0,0
ZBTB41,0,4
CRB1,0,0
DENND1B,0,1
C1orf53,2,8
LHX9,0,0
NEK7,0,16
ATP6V1G3,0,0
PTPRC,0,0
MIR181A1HG,0,0
MIR181B1,0,0
MIR181A1,0,0
LINC01222,0,0
LINC01221,0,0
LINC02789,0,0
NR5A2,0,0
LINC00862,0,0
ZNF281,0,10
KIF14,0,0
DDX59,0,2
DDX59-AS1,0,0
CAMSAP2,1,6
GPR25,0,0
INAVA,0,2
MROH3P,0,0
KIF21B,0,0
CACNA1S,0,0
ASCL5,0,0
TMEM9,1,8
IGFN1,0,0
PKP1,0,0
TNNT2,0,0
LAD1,0,0
TNNI1,0,1
PHLDA3,1,21
CSRP1,3,40
LOC107985246,0,1
RPS10P7,0,0
NAV1,2,9
IPO9-AS1,0,0
MIR5191,0,0
MIR1231,0,0
IPO9,0,3
MIR6739,0,0
SHISA4,1,5
LMOD1,0,1
TIMM17A,2,7
SNORA70H,0,0
RNPEP,0,7
ELF3-AS1,0,0
MIR6740,0,0
ELF3,0,0
GPR37L1,0,0
ARL8A,1,8
PTPN7,0,0
PTPRVP,0,0
LGR6,0,0
UBE2T,0,6
PPP1R12B,0,0
SYT2,0,0
KDM5B,0,8
PCAT6,0,2
MGAT4EP,0,0
LOC148709,0,0
RABIF,0,4
KLHL12,0,1
ADIPOR1,0,14
CYB5R1,3,16
MGAT4FP,0,0
TMEM183A,0,7
PPFIA4,0,0
MYOG,0,0
MYOPARR,0,0
ADORA1,0,0
MYBPH,0,0
CHI3L1,0,17
CHIT1,0,0
LINC01353,0,0
LINC01136,0,0
BTG2,2,2
FMOD,0,0
PRELP,0,0
OPTC,0,0
ATP2B4,0,5
SNORA77,0,0
LINC00260,0,0
LAX1,0,0
ZC3H11A,0,6
ZBED6,0,0
SNRPE,3,30
LINC00303,0,0
SOX13,0,0
ETNK2,1,1
ERLNC1,0,0
REN,0,0
KISS1,0,0
GOLT1A,0,0
PLEKHA6,0,0
LINC00628,0,0
PPP1R15B,0,3
PIK3C2B,1,2
MDM4,0,3
LRRN2,0,0
NFASC,0,1
CNTN2,0,0
TMEM81,0,1
RBBP5,0,3
DSTYK,0,2
TMCC2,0,0
NUAK2,0,0
KLHDC8A,0,0
LEMD1-AS1,0,0
LEMD1,0,0
BLACAT1,0,0
MIR135B,0,0
LEMD1-DT,0,0
CDK18,0,0
MFSD4A-AS1,0,0
MFSD4A,0,0
ELK4,0,2
SLC45A3,0,0
NUCKS1,2,36
RAB29,0,3
SLC41A1,0,1
PM20D1,0,0
LOC284581,0,0
SLC26A9,0,0
SLC26A9-AS1,0,0
LOC103021295,0,0
RAB7B,0,0
CTSE,0,0
RHEX,0,0
AVPR1B,0,0
FAM72A,0,0
SRGAP2,0,1
IKBKE,0,0
MIR6769B,0,0
RASSF5,0,0
EIF2D,0,6
DYRK3,0,0
MAPKAPK2,2,4
IL10,0,0
IL19,0,0
IL20,0,0
IL24,0,0
FCMR,0,0
PIGR,0,0
FCAMR,0,0
C1orf116,0,0
YOD1,0,2
PFKFB2,0,0
C4BPB,0,0
C4BPA,0,0
CD55,0,8
CR2,0,0
CR1,0,0
CR1L,0,0
CD46,0,11
MIR29B2CHG,0,0
MIR29C,0,0
MIR29B2,0,0
LOC148696,0,0
CD34,0,0
PLXNA2,0,0
LINC01717,0,0
LINC01774,0,0
LINC01696,0,0
LINC01698,0,0
MIR205HG,0,0
MIR205,0,0
CAMK1G,0,0
LAMB3,0,0
MIR4260,0,0
HSD11B1-AS1,0,0
G0S2,0,0
HSD11B1,0,0
TRAF3IP3,0,0
C1orf74,0,0
IRF6,0,0
UTP25,0,4
SYT14,0,3
SERTAD4-AS1,2,9
SERTAD4,0,2
HHAT,0,1
KCNH1,0,1
KCNH1-IT1,0,0
RCOR3,0,4
TRAF5,0,5
LINC00467,0,0
RD3,0,0
SLC30A1,0,5
LINC01693,0,0
NEK2,0,0
LOC91548,0,0
LPGAT1,0,4
LPGAT1-AS1,0,0
INTS7,0,1
DTL,0,0
RPL21P28,0,0
MIR3122,0,0
LINC02608,0,0
PPP2R5A,0,2
SNORA16B,0,0
PACC1,0,0
NENF,3,25
LINC01740,0,0
ATF3,0,0
FAM71A,0,0
BATF3,0,1
NSL1,1,3
TATDN3,1,5
SPATA45,0,0
FLVCR1-DT,0,0
FLVCR1,0,0
VASH2,0,0
ANGEL2,0,0
RPS6KC1,0,3
PROX1-AS1,0,0
LINC00538,0,0
PROX1,0,0
SMYD2,0,3
PTPN14,0,11
CENPF,0,0
KCNK2,0,0
KCTD3,0,2
USH2A,0,0
LOC102723833,0,0
ESRRG,0,0
GPATCH2,0,2
SPATA17,0,0
SPATA17-AS1,0,0
LINC00210,0,0
LINC01653,0,0
RRP15,0,7
TGFB2-AS1,0,0
TGFB2,1,11
MIR548F3,0,0
TGFB2-OT1,0,0
C1orf143,0,0
LINC01710,0,0
LYPLAL1-DT,0,0
LYPLAL1,2,16
LYPLAL1-AS1,0,0
ZC3H11B,0,0
SLC30A10,0,0
EPRS1,1,7
BPNT1,0,1
IARS2,0,2
MIR215,0,0
MIR194-1,0,0
RAB3GAP2,1,3
MIR664A,0,0
SNORA36B,0,0
AURKAP1,0,0
MARK1,0,0
C1orf115,0,0
MTARC2,0,0
MTARC1,0,0
RNU6ATAC35P,0,0
LINC01352,0,0
HLX-AS1,0,0
HLX,0,3
C1orf140,0,0
DUSP10,0,7
LINC01655,0,0
LINC02257,0,0
LINC02474,0,0
HHIPL2,0,0
TAF1A,0,0
TAF1A-AS1,0,0
MIA3,0,2
AIDA,0,3
BROX,0,7
FAM177B,0,0
DISP1,0,0
TLR5,0,0
SUSD4,0,0
CCDC185,0,0
CAPN8,0,0
CAPN2,1,26
TP53BP2,0,1
GTF2IP20,0,0
LOC100287497,0,0
FBXO28,1,3
DEGS1,1,29
LOC101927143,0,0
LOC101927164,0,0
NVL,0,2
MIR320B2,0,0
CNIH4,4,30
WDR26,1,7
MIR4742,0,0
CNIH3,0,0
DNAH14,1,3
LBR,0,2
ENAH,5,24
SRP9,1,54
EPHX1,0,6
TMEM63A,0,0
LEFTY1,0,0
PYCR2,1,2
MIR6741,0,0
LEFTY2,0,0
SDE2,0,2
H3-3A,0,0
H3P6,0,3
LINC01703,0,0
ACBD3,0,10
ACBD3-AS1,0,0
MIXL1,0,0
LIN9,0,1
PARP1,0,4
STUM,0,0
ITPKB,0,1
ITPKB-IT1,0,0
PSEN2,0,4
COQ8A,0,0
CDC42BPA,3,13
ZNF678,0,0
ZNF847P,0,0
SNAP47,0,1
JMJD4,0,1
PRSS38,0,0
WNT9A,0,0
MIR5008,0,0
LOC107985355,0,0
WNT3A,0,0
LINC02809,0,0
ARF1,9,38
MIR3620,0,0
C1orf35,0,2
MRPL55,2,23
GUK1,6,98
GJC2,0,0
IBA57-DT,0,0
IBA57,0,0
OBSCN-AS1,0,0
OBSCN,0,1
TRIM11,0,1
MIR6742,0,0
TRIM17,0,0
H3-4,0,0
H2AW,0,0
H2BU1,0,0
MIR4666A,0,0
RNF187,1,18
BTNL10,0,0
RNA5S1,0,0
RNA5S10,0,0
RNA5S11,0,0
RNA5S12,0,0
RNA5S13,0,0
RNA5S14,0,0
RNA5S15,0,0
RNA5S16,0,0
RNA5S17,0,0
RNA5S2,0,0
RNA5S3,0,0
RNA5S4,0,0
RNA5S5,0,0
RNA5S6,0,0
RNA5S7,0,0
RNA5S8,0,0
RNA5S9,0,0
RHOU,0,0
DUSP5P1,0,0
MIR4454,0,0
LOC105373159,0,0
RAB4A,1,10
CCSAP,0,1
ACTA1,0,0
NUP133,0,3
LOC101927478,0,0
ABCB10,0,1
TAF5L,0,0
URB2,0,2
LINC01682,0,0
LINC01736,0,0
GALNT2,0,11
PGBD5,0,0
LINC01737,0,0
COG2,0,3
AGT,0,0
CAPN9,0,0
C1orf198,1,9
LOC101927604,0,0
TTC13,0,0
ARV1,2,5
FAM89A,0,5
MIR1182,0,0
TRIM67,0,0
LOC149373,0,0
C1orf131,0,3
GNPAT,1,3
EXOC8,0,1
SPRTN,0,2
EGLN1,0,1
SNRPD2P2,0,0
TSNAX-DISC1,0,0
TSNAX,0,9
LINC00582,0,0
DISC1,0,0
DISC2,0,0
DISC1-IT1,0,0
SIPA1L2,0,1
LINC01745,0,0
LINC01744,0,0
MAP10,0,0
NTPCR,1,3
PCNX2,0,1
MAP3K21,0,0
KCNK1,0,2
MIR4427,0,0
SLC35F3,0,0
MIR4671,0,0
COA6-AS1,0,0
COA6,1,18
TARBP1,0,2
LINC01354,0,0
IRF2BP2,2,3
LINC00184,0,0
LOC101927787,0,0
LINC01132,0,0
PP2672,0,0
LOC101927851,0,0
LINC01348,0,0
TOMM20,4,28
SNORA14B,0,0
RBM34,1,4
ARID4B,0,4
MIR4753,0,0
GGPS1,0,5
TBCE,0,4
B3GALNT2,1,3
GNG4,0,0
LYST,0,0
MIR1537,0,0
NID1,1,7
GPR137B,0,7
